Execucao,Linha,Coluna,Menor Soma Global,IndiceI,IndiceJ,alturaMenorXlarguraMenor,Submatrizes Percorridas,Tempo Total (s),
6,63,63,-142194,0,14,17x42,4064256,0.03637
6,38,38,-33909,20,2,17x36,549081,0.004983
6,35,35,-32771,3,8,32x15,396900,0.003689
6,47,47,-69670,0,11,28x20,1272384,0.011484
6,26,26,-19376,2,0,20x25,123201,0.001157
6,73,73,-296417,11,0,39x35,7295401,0.065709
7,23,23,-17590,3,0,20x21,76176,0.001156
7,39,39,-42792,12,17,14x22,608400,0.00657
7,24,24,-14299,3,4,21x20,90000,0.000857
7,28,28,-13561,5,3,13x10,164836,0.001533
7,66,66,-344390,21,0,45x64,4888521,0.044498
7,67,67,-262577,6,8,60x29,5189284,0.046582
7,79,79,-406222,18,29,60x49,9985600,0.089067
7,10,10,-514,2,0,3x10,3025,4e-05
7,51,51,-153760,5,1,46x35,1758276,0.015784
7,40,40,-41468,0,33,37x7,672400,0.00649
7,80,80,-402170,30,14,49x57,10497600,0.093818
7,27,27,-8200,0,6,19x4,142884,0.001355
7,13,13,-1521,0,2,8x9,8281,8.8e-05
7,22,22,-5738,0,1,3x21,64009,0.000604
7,43,43,-52565,7,37,36x6,894916,0.00811
7,25,25,-10231,0,5,13x14,105625,0.001035
7,55,55,-129056,32,5,23x41,2371600,0.021316
7,14,14,-2317,2,0,12x9,11025,0.000137
7,72,72,-327809,34,20,38x52,6906384,0.061756
7,20,20,-3702,1,3,5x12,44100,0.000448
7,15,15,-2145,4,1,6x14,14400,0.000144
7,7,7,-284,4,0,2x7,784,1e-05
7,18,18,-4221,0,5,18x7,29241,0.000279
7,45,45,-100837,1,14,42x25,1071225,0.009657
7,4,4,-24,2,0,1x2,100,3e-06
7,2,2,-6,1,0,1x2,9,1e-06
7,74,74,-179177,12,1,12x48,7700625,0.068799
7,65,65,-149380,2,37,57x19,4601025,0.041351
7,3,3,-22,0,0,3x1,36,2e-06
7,61,61,-176515,0,23,60x32,3575881,0.032002
7,53,53,-127317,20,0,27x51,2047761,0.019264
7,32,32,-38938,4,2,26x26,278784,0.002602
7,75,75,-427790,21,16,49x55,8122500,0.072622
7,34,34,-46313,0,12,31x14,354025,0.003264
